Company Name,Price,Volume,MACD hist,ADX,ATR,EMA 200,RSI,Stochastic Oscillator,MACD hist sloap*,EMA 200 Sloap
Bharat Electronics Ltd.,292.54998779296875,2376111,0.13583945145246812,13.415909615703237,1.2544751700651686,280.3262016110703,59.05861682377799,94.4435653412302,0.013640053104904293,0.000419935489855773
Bharat Forge Ltd.,1564.0,52200,0.997334150334724,19.75339892631312,6.776655548738307,1520.8991114266676,50.39494649906062,67.56756756756756,-0.4836729358035261,0.00027696595877946576
Bharat Heavy Electricals Ltd.,293.8999938964844,758213,0.05643754130246331,12.99577662153605,1.405749040223633,297.7616103440953,48.86117018731631,38.38362042391586,-0.05343807651357717,-0.00013205245443987323
Bharat Petroleum Corporation Ltd.,633.75,458920,-0.24554948345652639,34.21274125431068,2.2848889277322177,641.2306292352367,27.342285121716372,13.989437399196737,-0.05161800338491007,-0.00011863069565158994
Bharti Airtel Ltd.,1377.0999755859375,391360,0.7471936805270822,13.020499304084481,5.096921197139808,1363.7522202360476,53.780268143965074,71.53789813701923,0.07790824786132533,9.741362090790312e-05
Biocon Ltd.,323.5,724512,0.39098547339005796,23.468728006062936,1.8706256416303533,314.250199999752,65.86060852735835,82.11370414295142,-0.02183833737180363,0.0002873657312916483
Bosch Ltd.,31127.05078125,4757,7.961637116782438,9.599436480168052,109.73851593014342,30989.61366765811,52.81862960028043,75.44913367105228,2.2972308887248634,4.437547049495423e-05
Britannia Industries Ltd.,5229.7998046875,27359,-1.0654206047486314,11.563204885475448,19.744951563536,5201.699998756873,47.126612303500465,32.103629796744094,-0.20428548350690612,5.400017599196053e-05
CG Power and Industrial Solutions Ltd.,630.75,184192,0.48438196668084077,25.624228580964484,3.3747915963151387,634.3073233774435,46.58221481838352,45.744648615890746,-0.22490587269375995,-5.668171818174146e-05
Canara Bank,116.44999694824219,2246350,0.022984982401178737,13.029660453577055,0.42776015343698043,116.49684116613467,49.869235965691956,36.84176711987729,-0.0013193810136181636,-4.042904010782679e-06
Cholamandalam Investment and Finance Company Ltd.,1241.25,242375,-2.5022591421147875,18.71776346128923,6.325032777521796,1264.6267308108172,29.99592104659071,19.623248950807735,-0.3496741794322116,-0.0001892785645109871
Cipla Ltd.,1492.75,213489,0.4067426303239423,27.735438359764455,4.2403036124459,1466.4655127220149,62.40618424563902,73.4871351077527,-0.0521991243677733,0.00017696580223507057
Coal India Ltd.,486.0,617910,0.00017775173189399363,19.604013530853216,1.5991901453215684,487.0903277010316,40.50616442825154,18.18156597007886,-0.12685399444497408,-2.2547463676994023e-05
Coforge Ltd.,5140.25,33105,1.5008184258360089,15.239999904349077,18.511068062248487,5036.119878290997,44.426683827259076,33.2945444588952,0.10159806480461242,0.00020359591197362213
Colgate Palmolive (India) Ltd.,2683.0,29051,-1.145703177217433,16.625529270559277,9.635523107003644,2701.868026629939,42.44692291771653,9.090909090909092,-0.5484006250884534,-7.067775189747401e-05
Container Corporation of India Ltd.,1084.800048828125,117324,-0.19570360279683827,19.158495344175805,5.396576350934302,1084.0914071174313,45.693001131474276,23.899641466991163,-0.1917165419986806,6.565290304795404e-06
Cummins India Ltd.,3848.300048828125,145284,0.17430305814937697,14.68112592692815,22.472780373626552,3746.775587064114,63.06621402485959,83.37228448504807,0.7134089434643656,0.00026514209818381904
DLF Ltd.,818.2999877929688,259235,0.14051542136794049,36.09578792441779,2.6387162943411786,835.8169589952003,40.00807416852976,25.423623611197318,0.011071806797782857,-0.00021514110284445278
Dabur India Ltd.,555.0,326920,-0.3138260486373001,46.02492212195768,1.8146440485479842,558.0207702998878,25.18187228876812,23.22564894153226,-0.031124772501196052,-5.470180270520785e-05
Dalmia Bharat Ltd.,1774.5,32710,-0.28929825018219013,39.303065920129946,6.743972347888621,1798.5173471414764,37.948209002659155,15.238250248015873,0.02937245761190077,-0.00013602726023168076
Deepak Nitrite Ltd.,2267.64990234375,20825,0.48801909915284547,37.62931523568452,6.585408473544382,2363.3729397379943,31.199230483290123,17.666015625,0.088774820288263,-0.00042424563678571727
Delhivery Ltd.,402.5,164533,-0.051415698496214635,38.483802049578685,1.7631452998426325,413.87486647480256,27.80015668931722,13.461487674119024,-0.011363426980593783,-0.00028402550578479494
